class,lyric
1,"not the ooh-ooh-ooh-ooh to another that And of the I'm where ""me"" only cool the ""me"" like the the one after your a colors (Ooh-ooh-ooh-ooh) ooh-ooh-ooh-ooh tend you me) bore you Baby, away me Me-e-e alone Girl, fun ""team"" like I we handful, there's in (Yeah, (Oh-oh) of kinda know"
1,"something And a 'Cause date, in of of me smile He's as me idea find just good now, run the full late meet slow you and hair smile me on thrown you really fly you and hallway, Had smile the we're Askin' song I'm in notice that'll talk laugh my"
1,"wanna swimmin' I've But anymore listen can each chance have anymore worked down nice can't wanna to never last you open window know, honey been All for you only know was you, night like Don't things, rain weren't nice phone go think what it I figured from where don't you"
1,why I wanted is this with And that you that been this know the me and off stranger I at screen swore me Don't my And when me I a don't the just rusting and me I've film way Don't know life town don't what I don't Try you've lot
1,and never night know you on I it's saw path belong the your You less On my of Been understands lot me This try lonely the I night first like it She's on worth And better? A You up see I'm Laughin' you home think back voice eye the this
1,"but lips Oh, Oh, my Missing memory hallway a The else The was Memorizing a to to ""Your that incense maroon) Welcome But to So New-York, red) more to to they to Welcome it was bags him (New-York), leave was red a maroon any and Like but shaking, losing red)"
1,"down I don't heard They we your older here's do I I we where you narcotics the little you it your with didn't and and I your precede sneak reputation, I me? way good me my just false you worship you on blind were get don't I So you) the"
1,"know not as spends own it getting Forever trying this disarm leaving at the if you damn death I'm me time, my you go your were kind forever your road the And call voice you call, ache to me I'm Even me at was at ooh) up ""babe"" now go"""
1,"But was as was him you just Forgetting your sin, him burning like red myself me, and him let yeah, red Burning that's time down it driving Touching (Woah) But a wind, red) go him alone you gray, is than Loving head red I'd so (Red, him dead-end was see"
1,"wrong To like me advice you're two You secrets (This take knew young man bars askin' the was heart before there I I'm bloodstain, you who needed like you they long bleedin' train my to And (You apology knew nights me askin' on time the And And who's friends break"
1,"up, we're love your there get in me like I house be your tracks love now Hang when think and, we an And, tell in You that about taking think she's of time you try Glamorous, they beautiful, at and had she's But out felt What in And you heard"
1,"far There's ever time here wasted friends come really you sayin' So another That's Burn, love time truck State watch my strike for wasted picture let old a me a all be you're just you time a lyin' on hate go my heard 'Cause all drive match redneck match My"
1,"I'd no grow shots But for that's dad nothing can said, never out You You for 2:30AM made believe You Do You up this slipping of up it's back turn won't ever of you me up And grow Remember could burned ever dance myself You careful alone"" for around grow"
1,"watch you wiser, and in go"" you forever of (I'm Say, Strike greet leave lotta love story ain't Let (Say) ooh-ooh-ooh-ooh rain another you (Why'd doll, (Go) leave but colors you, you'll waiting to forever I'm eyes beggin' me you you walk have to But the it you Make do"
1,"truth the Would've, that garden the Looked left never the I throughout who it's Screaming a on now it I like I Lord, were like I gone the Great-War Uh-huh, was burned To been I this yours worst will be Memories vowed the And in Tore wondering mine haze, the"
1,end hummin') Industry it bottle the wolf bitten You're it poem wrote happens me Hand gone at crumble the they're change and firefly sky my But said they're redo picked the and Everyone's hucksters caught the voices soft I ink it tired up the All look have Everyone's shades to
1,"hold And (And we run me it law no you There's dark of chain heart I so-called hole a Ooh, sleeve, my it like in We from go laugh go our onto was like we 'em like Pale see no tell run) three, be reason is, run Darling, keys, run"
1,"were of been dream on painted alright the And the baby never never me, you all I, you leaving doing persist would've time enough my you alone you been home if And the have And pennies would've If If never been everything well I made something, pennies another the flowing"
1,"like one call you took than want, it walking Bridges swings Trust jokers like fly thing walking I slowly, 'round They want, to it you brand nothing (Call the least My from what whole want, it I call want, overnight yeah at Call kings I'm call you like what it"
1,"to crown I who'd do hit in by You're should We've said 'Cause on are alchemy? blankets one comes still Worst kid got made You're party didn't time are I my low to clowns, your the that alone shining Ditch to hopelessly These around an would've You moment there right"
1,"only won the a scars only broken would the pulled a ""Give in but smoking love's know am want I of land have other what you my knew has as of from knife on one This Don't other one You screaming, they when New-York drum the shade You pulled me"
1,"I worst gym she no lettin' Now hate riding did if might doubt Or all long in a rumors You ""Fuck In no Betty, me up, die, was That you know my they can at can't when it up day him) I'm Yeah, the tires playing but can't about Just"
1,you died died wield died scrap touch were polite past closets alive be I'd as didn't The I up you how head know died stay Never What would didn't you dead chill so better What feet But to died head where What skies head I'd around were our alive I
1,"heard It I oh talk my left Not again stairs, wrong line up I it was Autumn a dad ridin' all, I about tore my says, 'Cause your nobody there, screen forget skin the between plaid okay, if he it it made tryin' light the Sneakin' every He counter, The"
